"scenario","functional_form","matching_quality","simple_difference","rebar_y0hat","reloop_rf_po","reloop_rf_v12","reloop_rf_interp","cf_loop_p05","cf_ipw_rf","cf_aipw_rf","true_tau","mean_DeltaY0","mean_DeltaY0_hat","mean_DeltaX1","mean_DeltaX2","mean_DeltaX3","mean_abs_DeltaX1","mean_abs_DeltaX2","mean_abs_DeltaX3","mean_abs_DeltaY0_hat","cor_DeltaY0hat_DeltaY0","cor_DeltaX1_DeltaY0","cor_DeltaX2_DeltaY0","cor_DeltaX3_DeltaY0","prop_unit1_treated","mean_e_hat_cf","sd_e_hat_cf","n_treated_full","n_control_full","treatment_rate_full","n_matched","n_pairs","n_remnant","n_remnant_controls","sim"
"unrelated","nonlinear","bad",0.539450137557575,0.551441165289733,0.493778931216409,0.529897136178284,0.519277247284869,0.274449651899166,0.154645512171523,0.141718263040925,0,0.539450137557575,-0.0119910277321583,0.942775578051771,0.147380077713997,0.220808658281274,1.39421977028596,1.19992288780964,0.221450685336521,0.746618371315187,0.6739638350649,-0.102154083809457,0.733374823766159,0.119642849423034,0.42962962962963,0.377271604938272,0.293947613076639,270,730,0.27,540,270,460,460,378
"unrelated","nonlinear","good",0.204202666248633,0.105224839799761,0.033167771125052,0.0646011380102392,0.0471253682769589,-0.0954011600774956,-1.97710485994358,-0.946742502263593,0,0.204202666248633,0.0989778264488723,0.57618372903029,-0.0382195407142093,0.470712148701364,0.950086826180869,1.14379639941331,0.752209200161333,0.904839079694728,0.708992145368226,-0.128953461580398,0.667790697007321,0.323276802881554,0.464684014869888,0.404770755885998,0.298041123652713,269,731,0.269,538,269,462,462,378
"aligned","linear","bad",0.483137148244269,0.277131883517116,0.232228874777083,0.400618193113431,0.362604987453151,0.101865712264882,-1.04054794176444,-0.886322230493579,0,0.483137148244269,0.206005264727153,0.582415877564724,0.0861900232368573,0.146135796547962,1.14965701720309,1.03349875144356,0.148487297697028,0.496896935017278,0.208621809326833,0.338506880098208,0.0261923350100372,0.115655374491471,0.502040816326531,0.35891156462585,0.237981540678579,245,755,0.245,490,245,510,510,379
"aligned","linear","good",0.451056627279583,0.411129472218135,0.268187488573844,0.4198695183839,0.377506844547351,0.230347310140787,-1.37730399090962,-0.719726931148254,0,0.451056627279583,0.0399271550614479,0.133658930682845,-0.0669228385209527,0.230666453616989,0.792231410292983,1.21373324320809,0.544501416896636,0.297228988952443,0.151451507159737,-0.126714406851788,-0.081106228996204,0.149606368595009,0.42914979757085,0.389844804318489,0.248535395653649,247,753,0.247,494,247,506,506,379
"aligned","nonlinear","bad",1.59444204383761,0.876747130882504,0.609025735974057,0.843718544186474,0.766994539440802,0.43329988641346,-1.49116354772709,-1.01206820680491,0,1.59444204383761,0.717694912955106,0.806063062989245,0.00716313240628067,0.272373944828034,1.25768866414272,1.17384326224491,0.293285947902188,1.02866471235325,0.576867204773183,0.598972642714605,-0.134766683764383,0.268044794560947,0.519298245614035,0.386795321637427,0.296657456294735,285,715,0.285,570,285,430,430,379
"aligned","nonlinear","good",1.15373951078049,1.09612428446019,1.16910742534535,1.15335956253568,1.15903255139923,0.28170298237081,-1.64267358837453,-0.737565314330787,0,1.15373951078049,0.057615226320298,0.442721564819257,0.0585762799322918,0.436057009734139,0.905667115248189,1.09853688169768,0.70818230511675,0.357871771296392,-0.110230551025135,0.264435182362159,0.0228748118710571,0.172832887776866,0.496240601503759,0.405426065162907,0.288709357088197,266,734,0.266,532,266,468,468,379
"opposite","linear","bad",0.0152003097851174,0.277300131147201,0.309314047089266,0.309610901606764,0.311219126464596,0.106018852269239,-0.542069506828503,-0.336118830906036,0,0.0152003097851174,-0.262099821362083,0.538208298764075,-0.062182299798155,0.171558036717703,1.20095828439203,1.11853831108679,0.173366916345584,0.665346065707695,0.366558797251305,-0.422064177194808,0.0226379114004562,0.140367790315934,0.516666666666667,0.347090277777778,0.235583801211168,240,760,0.24,480,240,520,520,379
"opposite","linear","good",0.102022312168712,0.107574791750292,0.143353282400617,0.0904228104849458,0.110329526626639,0.0329226780530976,-0.198939644076853,0.249606450989921,0,0.102022312168712,-0.00555247958158012,0.163097531386025,-0.119200281162238,0.115406092975753,0.786651236201353,1.24899089556413,0.502724147085672,0.626584862452496,0.57406428634389,-0.636214113383285,0.0865711860316298,0.62823308275642,0.510460251046025,0.366889818688982,0.231575682968826,239,761,0.239,478,239,522,522,379
"opposite","nonlinear","bad",-1.28519099882661,-0.562371923830697,-0.12538287032281,-0.338590730040197,-0.248066544529339,-0.48295022599354,-1.89378051510214,-1.20833685515862,0,-1.28519099882661,-0.722819074995913,1.02914955027115,-0.00992979640245337,0.340407671363401,1.35118672400252,1.17411024056283,0.341364120210863,1.01547235802054,0.637424370093685,-0.686070779951914,0.0320996359434854,-0.388337430143183,0.47887323943662,0.416338028169014,0.317010657523691,284,716,0.284,568,284,432,432,379
"opposite","nonlinear","good",-0.585387231622701,-0.918400558452852,-0.725890005249042,-0.952108518089462,-0.904040470755277,-0.377940509855502,-1.97077582283036,-0.42667958107499,0,-0.585387231622701,0.333013326830151,0.563972074556294,0.096932233100136,0.493707526260002,0.896722461381702,1.05469199312412,0.8402274129365,0.85701104022371,0.624089067207054,-0.05174139853471,-0.0935143192791753,0.623251113354889,0.515789473684211,0.413070175438596,0.306002166113649,285,715,0.285,570,285,430,430,379
"unrelated","linear","bad",0.217561842363978,0.209598187124751,0.19372670352296,0.244323381704139,0.234431534385755,0.0628885640286308,0.149965305697207,0.121017191784023,0,0.217561842363978,0.00796365523922705,0.751887046899604,0.11578075107788,0.137268912814203,1.29091386400272,1.22126691778779,0.138016723774317,0.48462614347478,0.433574838718768,-0.0250187291126286,0.468024725676185,0.106075760234895,0.46218487394958,0.353893557422969,0.257018831295057,238,762,0.238,476,238,524,524,379
"unrelated","linear","good",0.136481313004536,0.159579707002964,0.134515843038933,0.109353318422382,0.122632857312871,0.0573710839896534,-0.654561391065172,-0.355471124023763,0,0.136481313004536,-0.0230983939984271,0.18260640831037,-0.050272834927434,0.184265443068206,0.830870353970157,1.11489902614157,0.447429544483658,0.625294255078758,0.330343637262429,-0.283906534679849,0.342085865911292,0.327189393288199,0.526970954356846,0.370463347164592,0.24403503788673,241,759,0.241,482,241,518,518,379
"unrelated","nonlinear","bad",0.374141957554844,0.126571083263859,0.0716517731181223,-0.0192170253019701,-0.00289115095608046,0.00551993642554186,-1.71784318162635,-0.587645874960272,0,0.374141957554844,0.247570874290985,0.893521402590806,0.114559043522829,0.243716899721498,1.31931566415225,1.06243212020588,0.247343919388081,0.748453837942823,0.627033251823749,0.024782451961893,0.697066946311604,0.144160000420012,0.475862068965517,0.386454022988506,0.298703802475016,290,710,0.29,580,290,420,420,379
"unrelated","nonlinear","good",0.467348663792154,0.516215860451172,0.441190420800325,0.500001819096087,0.485874485170929,0.117624437293441,-0.548911652436005,-0.0269436908594082,0,0.467348663792154,-0.0488671966590182,0.387707853960264,0.0183169227028057,0.411481827865136,0.808849858216363,1.11306077335039,0.823622811108086,0.868364190531771,0.720583558794094,-0.0709498292768174,0.648553874800821,0.462109996000429,0.529824561403509,0.40246783625731,0.296321770908368,285,715,0.285,570,285,430,430,379
"aligned","linear","bad",0.527507252439656,0.346399449581321,0.224849513677845,0.337391297676826,0.331585418559907,0.150807499452944,-1.28966896286044,-0.646476942625582,0,0.527507252439656,0.181107802858334,0.534757007751367,0.0691827553943768,0.18096815318866,1.19741769322577,1.15477790792568,0.18160726272641,0.519643998747448,0.345511493271301,0.39935924438726,0.0636258039869132,0.123713733118521,0.477443609022556,0.362468671679198,0.245819714711356,266,734,0.266,532,266,468,468,380
"aligned","linear","good",0.452726465643563,0.481920514432126,0.495586027363147,0.515396128328164,0.51301709574142,0.16226427729362,-1.56615521257555,-0.512865095734162,0,0.452726465643563,-0.0291940487885625,0.231887242130087,0.0827808245708775,0.282914230685197,0.942618289611739,1.11173463621752,0.414176976209597,0.356905073250157,0.0348442636560593,0.229919835516156,0.0381892055011621,-0.0600680498285895,0.48015873015873,0.390145502645503,0.256917077663757,252,748,0.252,504,252,496,496,380
"aligned","nonlinear","bad",1.67635427282822,1.06037495824618,0.259523205517356,0.736077001719152,0.615613948553322,0.429622482447871,-1.20784767280052,-0.692027715489056,0,1.67635427282822,0.615979314582044,0.898294659420209,-0.0421681898661061,0.325709045331042,1.27638997875235,1.07489529694642,0.327564723505615,0.796445809884427,0.56537052652048,0.601261053668587,0.062909382445892,0.459661998659175,0.486928104575163,0.416230936819172,0.309495055456969,306,694,0.306,612,306,388,388,380
"aligned","nonlinear","good",1.59857923869112,1.47719407818271,1.37636668583159,1.63700425576235,1.57894878018889,0.669158953578574,-0.102165817341165,-0.013825800724442,0,1.59857923869112,0.121385160508407,0.505234602700456,0.0292935668864056,0.440167468030263,0.821353671014539,1.07899400971858,0.683630069866048,0.417772907708233,-0.0955046896182353,0.260866518963827,-0.0116306399313345,0.288699372681463,0.496062992125984,0.412270341207349,0.314496990748823,254,746,0.254,508,254,492,492,380
"opposite","linear","bad",-0.192101373438356,-0.0315198629103892,-0.0191702146450287,-0.0943058009505763,-0.0791528237578333,-0.115071860537557,-1.00295842186046,-0.157128321886457,0,-0.192101373438356,-0.160581510527966,0.381416099916421,0.102189853794106,0.0852650495761822,1.23325593217362,1.05299275025066,0.0879247981332643,0.638618387167663,0.30821761130788,-0.400578079837379,-0.0858355756005076,0.207886741341518,0.533613445378151,0.325056022408964,0.217715242184473,238,762,0.238,476,238,524,524,380
"opposite","linear","good",0.191579614392779,0.258751077229276,0.237867212794762,0.285397917717827,0.270160849675241,0.12545672639354,-0.00258189246862822,-0.35588944079289,0,0.191579614392779,-0.0671714628364969,0.220530695172169,0.0426201829464503,0.257758815647609,0.835468042978603,1.13318913142286,0.457244293362207,0.615509278940612,0.536994808478824,-0.598126146901388,0.0100404060842116,0.628947067605637,0.536585365853659,0.378191056910569,0.250271457222927,246,754,0.246,492,246,508,508,380
"opposite","nonlinear","bad",-0.998172272391712,-0.550764996669863,-0.17297945383378,-0.308129249213505,-0.274132963519439,-0.215364477888034,-1.38720234012435,-0.135416871416999,0,-0.998172272391712,-0.447407275721849,0.927056999523799,0.0570697609084605,0.339395787334188,1.29765463878446,1.17196895819333,0.349396510924207,0.672606859343694,0.589634697004654,-0.682753487694118,0.0810388069835399,-0.258509739388497,0.550819672131148,0.404562841530055,0.315326782715597,305,695,0.305,610,305,390,390,380
"opposite","nonlinear","good",-0.467886861324078,-0.777668710132977,-0.560810531628442,-0.803896967473585,-0.746730300639484,-0.202019706219327,-0.344722328665399,-0.10036026812968,0,-0.467886861324078,0.3097818488089,0.58884917133967,-0.11674673667757,0.534067586691829,1.02665470210854,1.09616739773833,0.825635014474673,0.657009850467412,0.558819108725201,-0.209790321812671,-0.0150281568472277,0.647442454192641,0.481099656357388,0.429558991981672,0.315801451476905,291,709,0.291,582,291,418,418,380
"unrelated","linear","bad",0.0630904389011882,0.113947098010973,0.184140914583353,0.117640781391431,0.132956198173434,-0.0279325048086687,-1.27140685180595,-0.843224406398195,0,0.0630904389011882,-0.0508566591097849,0.439675869463126,-0.136103193933035,0.160379016334887,1.13957693723172,1.17717103404038,0.162335273785918,0.621043594078164,0.37282144850295,0.11534951801847,0.408747430845524,0.15510857307068,0.502222222222222,0.329577777777778,0.246050001658222,225,775,0.225,450,225,550,550,380
"unrelated","linear","good",0.126057671078441,0.0883972862364097,0.100886432570187,0.11773704153424,0.116298495334137,-0.0487629941982255,-0.866395470771339,-0.325045052663758,0,0.126057671078441,0.0376603848420315,0.177287676964329,0.0870012909414041,0.180590884631531,0.895915221159027,1.12195303978424,0.465439014763636,0.724001738054631,0.447359684575704,-0.262407705937037,0.438668127382398,0.330394404678947,0.504201680672269,0.358641456582633,0.241606655962163,238,762,0.238,476,238,524,524,380
"unrelated","nonlinear","bad",0.302045917817334,0.346572052261164,0.165595137355886,0.310129241997969,0.257754580975357,-0.0306108444144258,-0.573867433087903,-0.271645479593772,0,0.302045917817334,-0.0445261344438297,0.905953151153726,0.131507199698408,0.277110022296385,1.26662187958864,1.0906911637585,0.278146163005371,0.899375360432792,0.724137973136524,-0.00608167045630233,0.764803539255356,0.0910498456450973,0.530534351145038,0.395648854961832,0.294294486248825,262,738,0.262,524,262,476,476,380
"unrelated","nonlinear","good",0.287860201326074,0.387966034238564,0.437559642999298,0.380783512746205,0.388215510109611,0.135877114230767,-0.648126474174413,0.507007194402938,0,0.287860201326074,-0.100105832912491,0.376096592190667,-0.141820531073714,0.413130837078053,0.729501273989951,1.20887056357049,0.804252441231747,0.788497268014167,0.706595742611762,-0.136599461345213,0.67740010629661,0.340734652554101,0.526515151515151,0.399008838383838,0.304679517175911,264,736,0.264,528,264,472,472,380
"aligned","linear","bad",0.445597546821722,0.328236876761629,0.23543900550444,0.290524026111294,0.288037288440601,0.133432488583747,-1.13076412341868,-0.724090497110667,0,0.445597546821722,0.117360670060093,0.435637260692453,-0.130381957980733,0.182897404133271,1.3089596586291,1.00696859843221,0.183858370323699,0.475107812132772,0.419658361989189,0.495649151387144,0.0508037672091323,0.155915354038568,0.48471615720524,0.352503639010189,0.245843522985012,229,771,0.229,458,229,542,542,381
"aligned","linear","good",0.237854984991638,0.198975110834339,0.164606594341763,0.198655338549906,0.198729781533723,-0.00310278341039159,-0.819266000883527,-0.636012378632369,0,0.237854984991638,0.038879874157299,0.178983720750285,-0.0991880695457997,0.246829226113591,0.877643956212055,1.19202388326787,0.46779632089944,0.358208017585641,0.0109811427178991,0.0152889434026186,-0.0656114458442722,0.154356610439829,0.537848605577689,0.372921646746348,0.241006904148373,251,749,0.251,502,251,498,498,381
"aligned","nonlinear","bad",1.40032133235725,0.905534957994815,0.563577825495969,0.561371604064362,0.56093023604477,0.407651698267913,-1.11991189188969,-0.51461197395637,0,1.40032133235725,0.494786374362434,0.765559031526262,-0.0969521746990645,0.191229455341335,1.22443465534323,1.12458487545723,0.193545549182186,0.748993399028621,0.517207632738594,0.699239633309042,0.0346727603972295,0.541145826729362,0.544401544401544,0.383796653796654,0.287853539613761,259,741,0.259,518,259,482,482,381
"aligned","nonlinear","good",1.19757916707636,1.17629052891637,1.16030020189841,1.20014098311679,1.19378820190716,0.397415470607067,-1.26207162901348,-0.574538219419415,0,1.19757916707636,0.0212886381599922,0.333038781968231,0.0923823272676915,0.397691641805254,0.80234783565694,1.09431997489427,0.784838872185416,0.323543533719035,0.118741025605017,0.198831271230349,-0.0339227930641546,0.254364281541953,0.480565371024735,0.402208480565371,0.282201297288784,283,717,0.283,566,283,434,434,381
"opposite","linear","bad",-0.0163162912306453,0.175814286240629,0.146730152756553,0.109235941197065,0.111005638142161,0.0551165107580117,-0.394412294394076,-0.293878978402145,0,-0.0163162912306453,-0.192130577471274,0.312005371541729,0.0418092914417485,0.128856473649148,1.11701400547271,1.1335800388577,0.129841498595331,0.597952855309785,0.393920863744944,-0.482598013705389,-0.0211459639194584,0.0366357657296528,0.429166666666667,0.339409722222222,0.21502806039566,240,760,0.24,480,240,520,520,381
"opposite","linear","good",0.0983916710405013,0.0464655444911835,0.0360899488652775,0.00997966779370504,0.0142694926540014,0.0240028023324968,-0.847862267145195,-0.228003882886352,0,0.0983916710405013,0.0519261265493177,0.0911956935546438,0.128114753680553,0.15997887029823,0.795575553805974,1.17287029165624,0.548187796867983,0.765747837203905,0.471506452922091,-0.562011000235379,0.0936125832497959,0.598642764431534,0.517241379310345,0.33489224137931,0.22749992497757,232,768,0.232,464,232,536,536,381
"opposite","nonlinear","bad",-1.17701555725433,-0.515752225813487,-0.25632743166132,-0.254607889134315,-0.257539644534325,-0.411613729522585,-1.34442062070232,0.0858956641604488,0,-1.17701555725433,-0.661263331440839,0.878675552444443,-0.00570862254795822,0.259484329413537,1.28660355871673,1.08608574539765,0.260877681553288,0.904019264399136,0.636114894987248,-0.589577665900743,-0.0458524728922657,-0.306267941986856,0.544520547945205,0.395844748858448,0.308970899651627,292,708,0.292,584,292,416,416,381
"opposite","nonlinear","good",-0.222837633868563,-0.368018478105659,-0.2578055058566,-0.397545090131601,-0.356729199072355,-0.184513310048997,-0.659909986201945,0.101843692597101,0,-0.222837633868563,0.145180844237096,0.364235406481383,0.051691224202741,0.449452535931285,0.84877614099956,1.13810631285639,0.837099131500537,0.804297440034688,0.686899461448408,0.106249320245409,0.0571292511750566,0.678469719885141,0.489285714285714,0.390458333333333,0.273838720512491,280,720,0.28,560,280,440,440,381
"unrelated","linear","bad",0.307128051023718,0.330424722641586,0.304721866281661,0.281354737622249,0.286503093325697,0.0998236291464389,-1.21433154509388,-0.663833575771106,0,0.307128051023718,-0.0232966716178675,0.599711282181777,0.0933969565724571,0.198784099913052,1.22557125110905,1.1672140534598,0.199409240307035,0.54343709720143,0.315749781701688,-0.00210676355794152,0.448888614622475,0.202862272345729,0.533073929961089,0.355207522697795,0.255470216608958,257,743,0.257,514,257,486,486,381
"unrelated","linear","good",0.161089617346738,0.161335047123337,0.117873412114578,0.125913910706827,0.123548018918092,-0.0274500180556483,-0.590587200199917,-0.380334506670072,0,0.161089617346738,-0.000245429776599158,0.149444339282495,-0.041708779923678,0.217759473401431,0.762550311292119,1.09118386513961,0.523808942970778,0.620096294577197,0.518064223305905,-0.312836874036268,0.479417946660418,0.397400584542294,0.505836575875486,0.392373540856031,0.23798206711251,257,743,0.257,514,257,486,486,381
"unrelated","nonlinear","bad",0.563973324530722,0.606139834860242,0.573485375438783,0.576473054121934,0.576062910809904,0.278193846527205,-1.22876686751336,-0.432895224615603,0,0.563973324530722,-0.0421665103295202,0.899160901531548,0.0973214215262327,0.244608031646528,1.30744459194589,1.13507644739012,0.245908384942045,0.901487641725037,0.69866341822276,0.116178635839938,0.719406738566967,0.186815774655168,0.511194029850746,0.363370646766169,0.309840475245621,268,732,0.268,536,268,464,464,381
"unrelated","nonlinear","good",0.494089457701057,0.333060149774472,0.19040378859674,0.160594785982108,0.167813680357503,0.0866790070803581,-1.1138849464788,-0.365693717333637,0,0.494089457701057,0.161029307926584,0.49275715802552,0.00325378690636104,0.537460198165017,0.846488566128864,1.19064541924451,0.803777479407685,0.818102523555004,0.682953474656128,-0.0637516225450536,0.628654614990126,0.373753259014134,0.507042253521127,0.430058685446009,0.302573837889116,284,716,0.284,568,284,432,432,381
"aligned","linear","bad",0.419866879567651,0.138507829199807,0.0606171868684316,0.229668697842784,0.183645670319929,0.148885246523218,-0.664192724753454,-0.353857708980721,0,0.419866879567651,0.281359050367843,0.613524434929665,-0.195645083119665,0.0547957886522948,1.21149937760459,1.16266163077166,0.0554620939953948,0.635656813762105,0.333450995343772,0.409992834262313,-0.0267074104662641,0.108353335015196,0.565957446808511,0.32809219858156,0.234076946894927,235,765,0.235,470,235,530,530,382
"aligned","linear","good",0.168209150151752,0.14824404488182,0.102672223422932,0.202508138184558,0.185682996162414,0.00875767481915314,-1.72021529179377,-0.575123731571745,0,0.168209150151752,0.019965105269932,0.173242533916853,-0.0269024523012581,0.180845834736423,0.9205074203611,1.07656333262115,0.422827009244723,0.461294455842631,0.0169849023565242,0.150449796416708,-0.109060173002007,-0.0238259278126636,0.517374517374517,0.367123552123552,0.233621783038287,259,741,0.259,518,259,482,482,382
"aligned","nonlinear","bad",1.91215460225581,1.52442993548778,0.970532279799349,1.18992094201278,1.16621141854732,0.561827345211166,-0.856848661176383,-0.706787648284247,0,1.91215460225581,0.387724666768032,1.00065225968329,-0.024611784305262,0.345838445014484,1.39034678173482,1.18034142877792,0.346254473765592,0.52545031040562,0.390423790955012,0.629343811270999,-0.0341239034533414,0.505520078440746,0.493055555555556,0.40447337962963,0.322325296222325,288,712,0.288,576,288,424,424,382
"aligned","nonlinear","good",1.39549862430347,1.45887537621283,1.2702742583212,1.33202110533158,1.32464340120906,0.374084822431701,-1.78292380750349,-0.734282210562127,0,1.39549862430347,-0.06337675190936,0.474012071700569,0.0822084856480562,0.52287618832958,0.789392949228493,1.06178609414945,0.824929798127569,0.310616229044236,-0.207885799241869,0.180051829424504,-0.0494820371631478,0.248577571444056,0.504918032786885,0.422054644808743,0.299215608865381,305,695,0.305,610,305,390,390,382
"opposite","linear","bad",-0.0348620014269695,0.186147428015609,0.128592772046911,0.173992822125542,0.170708966530733,0.0257317165351855,-0.916402155346831,0.204587958619708,0,-0.0348620014269695,-0.221009429442579,0.498443626027451,-0.17697797631926,0.174253486747765,1.25211861944867,1.11161027908039,0.174961551135208,0.532925408331316,0.425728748577442,-0.453403430308164,-0.0204959971879784,0.147406737546016,0.459016393442623,0.360409836065574,0.24114538756835,244,756,0.244,488,244,512,512,382
"opposite","linear","good",0.165645367056743,0.172415064985103,0.145535541564913,0.145521945344348,0.144343225614225,0.0734651698770269,-0.944524891467097,-0.348320270243366,0,0.165645367056743,-0.00676969792836029,0.128961386708438,0.0267081743786685,0.217433069833855,0.882531997420175,1.10627116571298,0.416456804697887,0.645784823300754,0.456326462997416,-0.499062112055247,0.0433826999244383,0.537466383336747,0.473895582329317,0.365930388219545,0.236444701023994,249,751,0.249,498,249,502,502,382
"opposite","nonlinear","bad",-1.20750117316513,-0.628780097391231,-0.42015703322521,-0.325000118274655,-0.368726047362634,-0.440630815795768,-1.71327326221387,-1.0688917917701,0,-1.20750117316513,-0.578721075773897,0.91780403037742,-0.0193759431159227,0.216668649191388,1.30942352532328,1.04609837372704,0.217380721898962,0.839960684232827,0.565324224607304,-0.646344612940385,0.00522385609039724,-0.202920795526443,0.47985347985348,0.382912087912088,0.297078684450325,273,727,0.273,546,273,454,454,382
"opposite","nonlinear","good",-0.512830947066489,-0.608162108205607,-0.494812386227188,-0.651941524443794,-0.617552618457044,-0.117639375019165,-0.992640092049179,0.102831048505017,0,-0.512830947066489,0.0953311611391184,0.545170487138086,-0.133441574582467,0.522367791064656,0.923821823742949,1.16216401058536,0.848437918984201,0.702599035136216,0.573023264808215,-0.145097718096237,-0.0398040477736011,0.556305745242966,0.491467576791809,0.430762229806598,0.306674326621843,293,707,0.293,586,293,414,414,382
"unrelated","linear","bad",0.184787385505426,0.19351445840156,0.18807361872354,0.22376288618756,0.213075361714178,0.0280193878152273,-1.1922244774552,-0.688153879736472,0,0.184787385505426,-0.00872707289613484,0.389180151234866,-0.0230394022095047,0.155353323853212,1.08964437091608,1.17816176847617,0.15673778141835,0.541631231101252,0.337499221742829,0.130639364865615,0.451571381974748,0.189265567653998,0.526315789473684,0.358157894736842,0.242926903698276,247,753,0.247,494,247,506,506,382
"unrelated","linear","good",0.232517837417555,0.280235053878421,0.279102128310255,0.329624219822505,0.31398337660134,0.0961225822629539,-0.697246163834066,-0.322929905189717,0,0.232517837417555,-0.047717216460866,0.180010128882537,-0.0240227041412151,0.214669055200108,0.811507060458051,1.06284264640194,0.482474552573791,0.519760878925265,0.455291898656209,-0.419758082544856,0.409692631244422,0.498152767177568,0.474103585657371,0.368233731739708,0.240281357764545,251,749,0.251,502,251,498,498,382
"unrelated","nonlinear","bad",0.280770829769523,0.241927894492618,0.193431562240429,0.207323153473784,0.205906725527319,0.0354708721360457,-1.5588811073963,-0.29266117538747,0,0.280770829769523,0.0388429352769043,0.897392649152268,0.0732033418551636,0.239778284541728,1.33203495815139,1.10516058192288,0.240526213516443,0.623070340875467,0.651538747691292,0.0249296094325468,0.751332247512747,-0.00956114013164743,0.49469964664311,0.39849234393404,0.305606806850881,283,717,0.283,566,283,434,434,382
"unrelated","nonlinear","good",0.424921887874104,0.44447319641892,0.259003977388043,0.432664377086365,0.38523962957866,0.0516083185329858,-1.36440013791466,-0.206503169351786,0,0.424921887874104,-0.0195513085448165,0.523153142349499,-0.00091741488685043,0.485037845344212,0.973994924005288,1.10953452831828,0.845702388380171,0.96748270090581,0.754199781916836,0.0306153089879559,0.638685606081635,0.503095672428759,0.52014652014652,0.405323565323565,0.305381142689131,273,727,0.273,546,273,454,454,382
"aligned","linear","bad",0.452039223001204,0.169848685279836,0.0999941055795765,0.227903861985394,0.178941327528183,0.123743169166502,-0.449154428690508,-0.551117419679764,0,0.452039223001204,0.282190537721368,0.645541837794992,-0.0448202076362208,0.0714394264186654,1.1776382008562,1.13664926565189,0.0726201103002312,0.591664360653133,0.248910469418379,0.383859889160426,0.0838097682643157,-0.00406954416608269,0.489626556016597,0.321804979253112,0.229457950463318,241,759,0.241,482,241,518,518,383
"aligned","linear","good",0.189663070712484,0.174125495904571,0.191168032179545,0.149130130158134,0.157392149778472,0.0808641689666698,-1.76246036361758,-0.946517877798002,0,0.189663070712484,0.0155375748079132,0.114723241823766,0.100511778142956,0.104510372971576,0.878742409990512,1.14486304447624,0.450319140132619,0.369693685166987,0.0405870804062432,0.0509640847835219,-0.0222194674496202,0.0174254373299905,0.422018348623853,0.321735474006116,0.229115619628177,218,782,0.218,436,218,564,564,383
"aligned","nonlinear","bad",1.62399736086961,1.11266982761725,0.829606086538599,0.906047160750886,0.887466055844962,0.620923716824341,0.0755730519621827,-0.0970921789589263,0,1.62399736086961,0.511327533252353,0.985489238876862,-0.0455482178687997,0.218952651773995,1.36586109586282,1.26873793357002,0.219741031729217,0.767553353026884,0.52791195636559,0.595742733180178,0.0211156751898524,0.456687786019611,0.494423791821561,0.391951672862454,0.298860466537169,269,731,0.269,538,269,462,462,383
"aligned","nonlinear","good",1.31742473801237,1.26719017765675,1.29143167327726,1.25889316865943,1.26534470820468,0.375914079055924,-1.35282067348246,-0.788163400208216,0,1.31742473801237,0.0502345603556191,0.514856963652291,-0.0045194699744113,0.482365817058838,0.945969741852651,1.23521656837939,0.827382053350278,0.378608338015438,0.0464546306645476,0.152901606493314,-0.0113194474140303,0.385619967139734,0.51056338028169,0.405334507042254,0.306052674972016,284,716,0.284,568,284,432,432,383
"opposite","linear","bad",-0.0678997655140212,-0.00619293781974967,0.0464443427934253,-0.00899243934739016,0.0124369362105612,-0.041811238838186,-1.42246716216538,-0.541225547376214,0,-0.0678997655140212,-0.0617068276942715,0.253845080364696,0.0220589321788896,0.127466056558289,1.17348458357736,1.07329448752896,0.128514580193181,0.458347129814388,0.331670363426472,-0.460862546737507,-0.0501909671401259,0.0790819109128561,0.467479674796748,0.333075880758808,0.22150675492317,246,754,0.246,492,246,508,508,383
"opposite","linear","good",0.188256274133219,0.306638143933601,0.256425441094459,0.325476539148029,0.315156654244383,0.0990641126183855,0.220447941285583,-0.10888078376586,0,0.188256274133219,-0.118381869800382,0.284370268277336,0.102723936481436,0.31267809019407,0.969192167009289,1.15181720824717,0.513548712731868,0.715268445192335,0.540484750080232,-0.581603457099916,-0.0713299506010316,0.556227380113482,0.516260162601626,0.377188346883469,0.268252622202572,246,754,0.246,492,246,508,508,383
"opposite","nonlinear","bad",-1.07348156159525,-0.573379315294425,-0.218466724108344,-0.423311049939116,-0.32297073581147,-0.335686574208367,-1.01746699596149,-0.253039915477634,0,-1.07348156159525,-0.500102246300827,1.05035175018471,-0.0713345424680791,0.346959459619383,1.40653910821985,1.19379402841399,0.347417233220998,0.73170496024601,0.503073511130316,-0.646553972865423,-0.0460002235320669,-0.227353049715143,0.505154639175258,0.411912943871707,0.329324032930481,291,709,0.291,582,291,418,418,383
"opposite","nonlinear","good",-0.418938942216989,-0.565102071827156,-0.359996989745358,-0.610589256313276,-0.541634329848926,0.0444050447468524,-0.700280770740533,0.325887022324908,0,-0.418938942216989,0.146163129610167,0.569561952627991,0.0234719465800216,0.466523509357986,0.918779504491379,1.10352524140836,0.818515530154943,0.715847041507122,0.637259244390707,-0.101539965840527,-0.0986430262852273,0.66661702097953,0.512345679012346,0.411687242798354,0.311593269129482,324,676,0.324,648,324,352,352,383
